Date,Open,High,Low,Close,Volume
2020-01-02,16.125681302096826,16.389051875711615,16.042511461734716,16.282779693603516,5876000
2020-01-03,16.17187902618314,16.287392447798737,16.01940046360499,16.074848175048828,7345800
2020-01-06,16.033264287455673,16.218084716180336,15.890027001053147,16.11643409729004,6366600
2020-01-07,16.130294387213404,16.25042757211294,16.014780963712138,16.241188049316406,6303600
2020-01-08,16.26428718346647,16.273528467040865,15.626652717590332,15.626652717590332,8153800
2020-01-09,15.70982558178141,15.737549437930504,15.349424264817987,15.395628929138184,9843000
2020-01-10,15.478801488876343,15.84844415698717,15.47418172666039,15.70982837677002,6283800
2020-01-13,15.746795066468183,15.908513198787627,15.714449677408847,15.857686996459961,8200200
2020-01-14,15.913128119127942,16.171878814697266,15.751410036018934,16.171878814697266,10054000
2020-01-15,16.194984552194178,16.278154373168945,16.019403623181308,16.278154373168945,6277600
2020-01-16,16.305877534891746,16.864962158776276,16.305877534891746,16.573867797851562,9387200
2020-01-17,16.643180547493017,17.040547156241914,16.633939258615644,17.003582000732422,11728200
2020-01-20,17.003576511970834,17.525697708129883,16.929647987411638,17.525697708129883,4490200
2020-01-21,17.488729337629934,17.595003224507582,17.285426373253237,17.322391510009766,6133800
2020-01-22,17.484109019037934,17.973886489868164,17.350113046462493,17.973886489868164,5166200
2020-01-23,17.835269224469595,18.32042694091797,17.641207547966008,18.32042694091797,8711200
2020-01-24,18.343532507111195,19.156746255299424,18.209536509155605,19.142885208129883,10146000
2020-01-27,18.851785972299247,19.29073723189113,18.398973669145843,18.930335998535156,11136200
2020-01-28,18.921099522484063,19.591077745490228,18.81944714362113,19.41087532043457,8750200
2020-01-29,19.57259334569137,20.459735528027775,19.57259334569137,19.586454391479492,16032600
2020-01-30,19.31383955869185,19.729688491483014,18.731652815378773,18.930335998535156,16845200
2020-01-31,18.851789936893706,19.165986582724845,18.13098731859456,18.209535598754883,19359800
2020-02-03,18.389735156789573,18.981165035050406,18.329667687981363,18.79172134399414,12672200
2020-02-04,19.249158815118825,19.44322230324683,18.676211399678447,18.7224178314209,11099200
2020-02-05,18.870266456620673,19.276874061307304,18.870266456620673,19.115154266357422,10505000
2020-02-06,19.3692842766621,20.136294873898144,19.249151127301364,19.794374465942383,12966000
2020-02-07,19.808245261717502,20.039272154127627,18.99040985107422,18.99040985107422,7877000
2020-02-10,18.98116796157228,19.54487231025549,18.63000614180724,19.189090728759766,9330400
2020-02-11,19.420113994299058,19.896030443757603,19.29073953866885,19.891408920288086,6558200
2020-02-12,20.053131021033764,20.875586032175555,20.04388973564403,20.589113235473633,12719000
2020-02-13,20.468979599769227,21.111233993457866,19.96072120892651,21.055788040161133,11401600
2020-02-14,21.143577613097218,21.947551867577687,21.055788040161133,21.055788040161133,16366800
2020-02-17,21.09275486737454,21.522465005555716,20.764695357916988,21.152820587158203,7865400
2020-02-18,21.069646295513444,21.115852719299628,20.56138797202931,20.653799057006836,15460200
2020-02-19,21.25447312716882,22.77000890785821,21.25447312716882,22.557464599609375,43934000
2020-02-20,22.201683016132435,22.917865998086015,21.942934036254883,21.942934036254883,14499600
2020-02-21,21.915202615260085,23.16274770065866,21.716519424201312,23.010269165039062,17025400
2020-02-26,21.789928670132884,22.466806880965194,21.497850407657598,21.71111488342285,21268200
2020-02-27,21.701843899300954,21.701843899300954,20.255362152125713,20.385175704956055,23533000
2020-02-28,20.283167609128185,20.714329942074944,19.309576271310778,20.0049991607666,25501800
2020-03-02,20.352719801453635,21.78529167175293,20.056004415637485,21.78529167175293,19950000
2020-03-03,21.970745452164728,22.98142771440423,21.808480681483168,22.216461181640625,19387200
2020-03-04,22.948966949890494,23.088051244361097,22.179365300696883,22.466806411743164,12223400
2020-03-05,22.3416306903986,22.57807558983174,21.1408664541215,21.65084457397461,12970600
2020-03-06,20.40372047414578,20.91369866269274,20.09773426843882,20.408357620239258,18766600
2020-03-09,18.549255914879055,19.235408431108137,18.09027754695542,18.4287166595459,16133200
2020-03-10,19.47184401155787,20.005002352628527,18.730060185205094,19.430118560791016,17062400
2020-03-11,18.93869548600728,19.444036532290088,17.158411611525487,18.173730850219727,14382800
2020-03-12,16.690161271528765,16.72261422140582,15.081414605252741,15.299314498901367,15260000
2020-03-13,17.385582830083457,17.900196364822396,14.789335617269034,16.008644104003906,24048600
2020-03-16,14.687338015805732,14.91914574740803,12.7076997756958,12.7076997756958,18168000
2020-03-17,13.217676958828337,13.792560026947617,12.749425234993595,13.296491622924805,25259800
2020-03-18,12.00764045516241,13.162042865409251,11.641384694936141,12.27190113067627,23966400
2020-03-19,12.160634750317792,14.084638961360266,11.947372037798674,13.319673538208008,27771000
2020-03-20,14.441622095980795,16.226541879591085,14.163452629761107,15.007232666015625,29764200
2020-03-23,15.73125533489274,17.299739034935158,14.598975107877965,16.334518432617188,37510400
2020-03-24,18.04686193373654,18.654766646717356,16.733604431152344,16.733604431152344,28304000
2020-03-25,17.053798155957402,17.940131540329524,17.025954582918345,17.336868286132812,18366400
2020-03-26,17.54104679290205,18.09790578652874,16.92386272120188,17.610654830932617,12023000
2020-03-27,16.93778310857258,16.93778310857258,16.195305652991483,16.408767700195312,14009800
2020-03-30,16.524787230375292,17.295108595463013,15.545643435250337,15.786949157714844,15186600
2020-03-31,15.819428758809194,16.44589413253371,15.295052950231492,15.578123092651367,14126600
2020-04-01,15.03518379119995,15.53171593041483,14.63610148785956,15.049104690551758,12914800
2020-04-02,15.476031366139669,16.306679389575596,15.202242422054326,15.824068069458008,11949600
2020-04-03,15.893678258405671,16.000409316037345,14.580419623115258,15.262571334838867,11340600
2020-04-06,16.283477423678764,16.28811713420178,15.174400737024028,15.443548202514648,10996000
2020-04-07,16.473735271867753,17.49000168375952,16.35772305164333,17.309022903442383,17376800
2020-04-08,17.401836892556705,18.599084120463672,17.401836892556705,18.55731964111328,14631400
2020-04-09,18.8125415321973,19.211623841881146,17.722025630353272,17.7730712890625,12680000
2020-04-13,17.698832397977423,18.32993945746763,17.448245459025696,18.21856689453125,7358400
2020-04-14,18.56659696188678,18.78470052605747,18.051504135131836,18.051504135131836,11528000
2020-04-15,17.68026190772377,18.121108704941243,17.63385772705078,17.63385772705078,11864600
2020-04-16,17.71274797651125,18.05614498624812,17.508567071120268,17.638500213623047,14079000
2020-04-17,18.06078648955246,18.08863006722646,17.5317709051918,17.84732437133789,13740000
2020-04-20,17.48536513206025,18.357777681381346,17.141968119280712,18.14431381225586,11819400
2020-04-22,18.23712509804511,19.118818894142034,18.186079425505984,18.98888397216797,10783800
2020-04-23,19.281233915391223,19.466854207294993,18.05614494540397,18.3716983795166,11686400
2020-04-24,17.949412228856087,18.302088626446828,16.35772430390889,17.963333129882812,21408400
2020-04-27,18.246403386095405,19.053849285490145,18.019020406694192,18.84038543701172,12788000
2020-04-28,19.49005811770845,19.62927246450793,18.747580421306903,19.29515838623047,14772200
2020-04-29,20.051555458344087,20.441356661804104,19.211627960205078,19.211627960205078,14893600
2020-04-30,18.863590944825848,19.160581996193475,18.19071959833003,18.534114837646484,14006200
2020-05-04,18.088634155641945,18.55732474961935,17.73131612732663,18.487716674804688,9817200
2020-05-05,18.70117413467827,18.89607563298368,18.0190233161254,18.102550506591797,8225000
2020-05-06,18.125753036417137,18.204640510011874,17.494646166834045,18.01902198791504,13304600
2020-05-07,18.2046417159286,18.974962970663718,17.967977509260916,18.13967514038086,19214200
2020-05-08,18.561960945841378,18.60836514012336,17.633862898549307,17.745235443115234,10146600
2020-05-11,17.777716316003488,18.209281990932915,17.703468553123493,18.01902198791504,9810000
2020-05-12,18.093268157125568,18.2742469525669,17.23941807411029,17.40183448791504,8326800
2020-05-13,17.592093256362684,17.893725741355173,17.373989712746393,17.63385772705078,10642200
2020-05-14,17.541046229389167,17.66169992207197,16.854254141721892,17.332223892211914,12531600
2020-05-15,17.206930697300493,17.36006588385146,16.705757133593927,16.89601707458496,11708800
2020-05-18,17.35078903046837,17.392553504545756,16.97491053397806,16.993471145629883,8356800
2020-05-19,17.03987823990559,17.633860337437472,16.85889943020174,17.132686614990234,12138400
2020-05-20,17.19301176198071,17.944770500545822,17.19301176198071,17.466800689697266,10447600
2020-05-21,17.554971579232323,17.657061138391885,17.155889222845794,17.373991012573242,9976000
2020-05-22,17.360074544728352,17.833404778747568,17.030600150624956,17.281187057495117,9672200
2020-05-25,17.684905235199295,17.88908612977668,17.457520477655628,17.652421951293945,7400600
2020-05-26,18.009735964562303,18.817179947982453,17.865880188111205,18.756853103637695,14517000
2020-05-27,18.951760046833382,19.016726619541686,18.3763385438909,18.83110809326172,9770000
2020-05-28,18.733656162179834,19.095615557476066,18.631566593942807,18.877511978149414,9316000
