Date,Open,High,Low,Close,Volume,Daily_Return,SMA_20,SMA_50
2020-01-02,28.219810186409298,28.787538528442383,28.00029131367644,28.787538528442383,22732710,,,
2020-01-03,28.386347457563964,28.94650657922409,28.3484978380887,28.48475456237793,27380540,-0.010517883137709072,,
2020-01-06,28.42418923315093,28.446897092747943,27.93972948413198,28.06084442138672,24524170,-0.014882000828299269,,
2020-01-07,28.060844661628582,28.189528886517387,27.40985107421875,27.40985107421875,22000990,-0.023199349862465635,,
2020-01-08,27.59152153847278,27.86402854225286,26.96323585510254,26.96323585510254,28578990,-0.016293967373514517,,
2020-01-09,27.09191319461681,27.19788952535232,26.130564874773604,26.42578125,53266180,-0.01993286740474176,,
2020-01-10,26.554478027644205,26.83455595067152,26.16842372995632,26.191131591796875,28073760,-0.008879573170731736,,
2020-01-13,26.50905651653162,26.796703698506736,26.29710537627152,26.53933525085449,32120770,0.013294716107900895,,
2020-01-14,26.43336047481661,26.53933525085449,26.213838459837536,26.53933525085449,20276630,0.0,,
2020-01-15,26.410651145343024,26.448499166370084,26.03973545708796,26.213838577270508,36033250,-0.012264688263942114,,
2020-01-16,26.41822413786605,26.54690996850508,26.054879273393777,26.266830444335938,25143250,0.002021522598044001,,
2020-01-17,26.41821713418927,26.721004440978213,26.289532925850008,26.448495864868164,21695190,0.006916153089624011,,
2020-01-20,26.34252041912346,26.493914077723232,25.858060711604185,25.91104888916016,20154420,-0.020320511928313523,,
2020-01-21,25.74451561463841,26.10029111691213,25.313044075557297,25.358461380004883,29565910,-0.02132632729454853,,
2020-01-22,25.623410493990168,25.78994437981133,25.358471087375506,25.509864807128903,19187850,0.005970528923470164,,
2020-01-23,25.35846279969956,26.35009332522981,25.28276675865432,26.11543273925781,36385360,0.023738578652117148,,
2020-01-24,26.198702481949887,26.20627176923432,25.699102522041137,25.91862297058105,16231710,-0.007536148094567263,,
2020-01-27,25.54013536234792,25.80507466754224,25.29033462924139,25.358461380004883,15825810,-0.021612320654996964,,
2020-01-28,25.56283997319383,25.7142336063552,25.207062950034704,25.350887298583984,18903940,-0.0002986806378904028,,
2020-01-29,25.502281027970582,25.577978638928855,24.919415935146034,24.957263946533203,22078540,-0.015527004929439592,26.440550804138184,
2020-01-30,24.715048510602028,25.32062339782715,24.66206031092361,25.32062339782715,45968780,0.014559266275036453,26.267205047607423,
2020-01-31,24.972412937145336,25.275200311711345,24.6317759496202,24.843727111816406,28005780,-0.018834302715140305,26.085153675079347,
2020-02-03,24.979971592331268,25.21463210478837,24.821007097205204,24.904273986816406,19344600,0.00243710916351203,25.92732515335083,
2020-02-04,25.252496550367955,25.328192616969755,24.90429019708207,25.10110282897949,17303330,0.007903416187409418,25.811887741088867,
2020-02-05,25.517426493810397,25.82778311047955,25.252487182617188,25.252487182617188,38271090,0.006030984163091224,25.7263503074646,
2020-02-06,25.509860549903795,25.54014087698597,25.063250342302634,25.19193458557129,29136580,-0.002397886457995324,25.664657974243163,
2020-02-07,25.01783127651464,25.85049738485417,24.979983250185903,25.517431259155277,40828700,0.012920670005646118,25.630972957611085,
2020-02-10,25.53256721137963,26.168422246938896,25.49471918893913,25.94890022277832,50615180,0.016908793022347712,25.601451206207276,
2020-02-11,26.61503800792848,26.834558477012084,26.22141438590269,26.546911239624023,105065290,0.02304571722545523,25.601830005645752,
2020-02-12,26.622601816384464,26.857260813155506,26.31224519071182,26.4409294128418,72906020,-0.003992247001000759,25.613184547424318,
2020-02-13,26.27438962173745,26.334947075847342,25.888335454740854,26.03215980529785,22312950,-0.015459729163129099,25.601451015472414,
2020-02-14,25.941330639032177,26.039736131525,25.487149610391025,25.59312438964844,34655940,-0.016865116799108626,25.558682441711426,
2020-02-17,25.72937704255062,25.72937704255062,25.252486610837696,25.358461380004883,35458500,-0.00916898640708641,25.531053066253662,
2020-02-18,25.267621147049045,25.540131282944746,24.957264586978912,25.464433670043945,26345000,0.004178971604429593,25.536351680755615,
2020-02-19,25.509854203819803,26.0548729565769,25.37360070676866,25.827781677246094,21751620,0.014268843042426926,25.552247524261475,
2020-02-20,25.91105497331977,25.941333712149465,25.6082675850229,25.73695182800293,52809570,-0.003516749923714313,25.53332347869873,
2020-02-21,24.81344673245629,24.904282938815477,24.563647562014648,24.737749099731445,21451320,-0.03882366237264767,25.47427978515625,
2020-02-26,23.541739014702145,23.92022401416755,23.291939836201955,23.503890991210938,38754320,-0.0498775415477839,25.381551265716553,
2020-02-27,23.23895390175866,24.47281451604037,23.14054839587436,23.51903343200684,67110450,0.0006442525112784203,25.289958572387697,
2020-02-28,23.541736809547885,24.28356657668436,23.314647101687683,24.22300910949707,61673150,0.02993216874857607,25.25324583053589,
2020-03-02,24.181355606651103,24.453993592485773,23.681523006788733,24.143489837646484,56402940,-0.0032827990730271983,25.194389152526856,
2020-03-03,23.969304351835586,24.21164939736176,23.446751670780248,23.704240798950195,48060100,-0.018193270386759774,25.137414836883544,
2020-03-04,24.09048554140796,24.10563280785872,23.424040774026945,23.93144798278809,34352890,0.009585085882520827,25.08877353668213,
