Date,Open,High,Low,Close,Volume,Daily_Return,SMA_20,SMA_50
2020-01-02,109.32202506868576,111.6533203125,107.9866227953364,111.6533203125,3164766,,,
2020-01-03,109.77469171299671,111.6533101774283,109.322015145232,110.65741729736328,2858647,-0.008919600530905347,,
2020-01-06,109.5483629673478,111.60805364578924,108.19032580661468,110.74796295166016,2925106,0.0008182520115533887,,
2020-01-07,110.77059295425762,111.35907175904094,109.7746926804447,110.43108367919922,2867329,-0.0028612650202808343,,
2020-01-08,110.04630750398547,113.96198174109188,109.77469564561947,113.82617950439452,4277365,0.030744023440519852,,
2020-01-09,114.30149010520722,118.21716431079292,114.12041799607792,117.87765502929688,4717085,0.035593529911508215,,
2020-01-10,117.90028772753656,120.0731456108618,115.54635773851994,117.24390411376952,4007640,-0.005376344781967801,,
2020-01-13,118.1492572106104,122.74394989013672,118.03608991396214,122.74394989013672,3667950,0.046911144915731784,,
2020-01-14,122.22337341308594,124.59994581781396,121.31802023363574,122.22337341308594,3547521,-0.004241157935008011,,
2020-01-15,121.49909678041284,123.03820610361088,120.41266406345952,121.45382690429688,3952173,-0.006296230314214779,,
2020-01-16,122.67605589423954,123.85302092117271,118.37560249680796,121.00114440917967,3583274,-0.003727198283129507,,
2020-01-17,121.7707016915126,123.1966437143615,120.18632248667735,123.01557159423828,2585629,0.016648001098622522,,
2020-01-20,122.49498430504572,126.75016784667967,122.3365471306478,126.75016784667967,3167204,0.030358727793907248,,
2020-01-21,126.11642135608145,128.42508158626418,125.86744442911552,126.54646301269533,3448775,-0.0016071366014343003,,
2020-01-22,127.9045069276771,129.23991661281113,124.10199970503382,126.04853057861328,3855607,-0.00393477954442778,,
2020-01-23,126.02587165618569,128.37980157541668,124.3283327162331,128.06292724609375,3500351,0.015981119797538135,,
2020-01-24,128.4929757693984,129.12673923202186,126.75016686452577,127.08968353271484,3215444,-0.0075997303381067915,,
2020-01-27,124.5999475818723,125.1657988657684,121.65753124457264,121.77069854736328,3217625,-0.04185221677715778,,
2020-01-28,122.24601275502629,128.99093627929688,122.24601275502629,128.99093627929688,4429013,0.05929372023044821,,
2020-01-29,130.16787616279868,131.4806580800541,128.22136037677703,129.66993713378906,4254999,0.005263942367407681,120.89023666381836,
2020-01-30,127.58763489109622,128.33455095512232,124.5320584328483,127.8818817138672,4736714,-0.013789282693003946,121.70166473388672,
2020-01-31,125.93534112442887,129.35307634488092,124.93944819229716,126.2974853515625,4146288,-0.012389529627424123,122.48366813659668,
2020-02-03,127.83660076589206,128.90039111465668,125.98060977364278,127.94976806640624,2626471,0.01308246724188078,123.34375839233398,
2020-02-04,130.3715908949736,132.79343307305405,129.30780058428408,130.5074005126953,3514592,0.019989348046036692,124.34757423400879,
2020-02-05,132.40865555658758,133.17821390285752,129.0814747802563,129.6925811767578,3686896,-0.006243472268518846,125.14089431762696,
2020-02-06,131.2769537851282,131.61645566153317,126.2974747716564,126.36538696289062,4401044,-0.02565446831020013,125.56528091430664,
2020-02-07,126.07114521529498,126.59172659583074,121.09167338820504,122.74394989013672,4178576,-0.028658457507967805,125.840283203125,
2020-02-10,122.22336835298265,125.6863732916466,116.65541772849129,118.55667114257812,5487385,-0.03411393189893641,125.63091926574707,
2020-02-11,120.4126606308714,124.03409553250836,117.08547253062852,122.8344955444336,4057933,0.03608252796429223,125.66147537231446,
2020-02-12,123.42297860061365,127.99503644663764,122.78922252420593,126.6143569946289,4501544,0.030771986594172906,125.91950187683105,
