Date,Open,High,Low,Close,Volume,Daily_Return,SMA_20,SMA_50
2020-01-02,16.125681302096826,16.389051875711615,16.042511461734716,16.282779693603516,5876000,,,
2020-01-03,16.17187902618314,16.287392447798737,16.01940046360499,16.074848175048828,7345800,-0.012770025908805382,,
2020-01-06,16.033264287455673,16.218084716180336,15.890027001053149,16.11643409729004,6366600,0.0025870180413747335,,
2020-01-07,16.130294387213404,16.25042757211294,16.014780963712138,16.241188049316406,6303600,0.007740791249060797,,
2020-01-08,16.26428718346647,16.273528467040865,15.626652717590332,15.626652717590332,8153800,-0.037838077476846865,,
2020-01-09,15.70982558178141,15.737549437930504,15.349424264817989,15.395628929138184,9843000,-0.014783958703586841,,
2020-01-10,15.478801488876345,15.84844415698717,15.47418172666039,15.70982837677002,6283800,0.020408354155456054,,
2020-01-13,15.746795066468184,15.908513198787627,15.714449677408847,15.85768699645996,8200200,0.009411854550147591,,
2020-01-14,15.913128119127942,16.171878814697266,15.751410036018934,16.171878814697266,10054000,0.019813218554978862,,
2020-01-15,16.194984552194178,16.278154373168945,16.019403623181308,16.278154373168945,6277600,0.006571627186267026,,
2020-01-16,16.305877534891746,16.864962158776276,16.305877534891746,16.573867797851562,9387200,0.018166274744883637,,
2020-01-17,16.643180547493017,17.040547156241914,16.633939258615644,17.003582000732422,11728200,0.025927213135883864,,
2020-01-20,17.003576511970834,17.525697708129883,16.929647987411638,17.525697708129883,4490200,0.030706218688213438,,
2020-01-21,17.488729337629934,17.595003224507582,17.285426373253237,17.322391510009766,6133800,-0.011600462446970439,,
2020-01-22,17.484109019037934,17.973886489868164,17.350113046462493,17.973886489868164,5166200,0.03760999048439295,,
2020-01-23,17.835269224469595,18.32042694091797,17.641207547966008,18.32042694091797,8711200,0.019280218067758925,,
2020-01-24,18.343532507111195,19.156746255299424,18.209536509155605,19.142885208129883,10146000,0.044892964004839,,
2020-01-27,18.851785972299247,19.29073723189113,18.398973669145843,18.93033599853516,11136200,-0.01110330064061893,,
2020-01-28,18.921099522484063,19.591077745490228,18.81944714362113,19.41087532043457,8750200,0.02538461662469138,,
2020-01-29,19.57259334569137,20.45973552802777,19.57259334569137,19.58645439147949,16032600,0.009045396879144407,17.07727417945862,
2020-01-30,19.31383955869185,19.729688491483014,18.731652815378773,18.93033599853516,16845200,-0.033498579162431485,17.2096519947052,
2020-01-31,18.851789936893702,19.165986582724845,18.13098731859456,18.209535598754883,19359800,-0.038076471534158385,17.3163863658905,
2020-02-03,18.389735156789573,18.98116503505041,18.329667687981363,18.79172134399414,12672200,0.031971476816743616,17.450150728225708,
2020-02-04,19.249158815118825,19.44322230324683,18.676211399678447,18.7224178314209,11099200,-0.0036879810691420323,17.57421221733093,
2020-02-05,18.870266456620676,19.276874061307304,18.870266456620676,19.115154266357425,10505000,0.020976801098703035,17.74863729476929,
2020-02-06,19.3692842766621,20.136294873898144,19.249151127301364,19.794374465942383,12966000,0.03553307444556597,17.968574571609498,
2020-02-07,19.808245261717506,20.039272154127627,18.99040985107422,18.99040985107422,7877000,-0.0406158131569877,18.132603645324707,
2020-02-10,18.98116796157228,19.54487231025549,18.63000614180724,19.18909072875977,9330400,0.010462169023398582,18.299173831939697,
2020-02-11,19.420113994299054,19.896030443757603,19.29073953866885,19.89140892028809,6558200,0.03659986819884686,18.48515033721924,
2020-02-12,20.053131021033764,20.875586032175555,20.04388973564403,20.589113235473636,12719000,0.03507566095400749,18.70069828033447,
2020-02-13,20.468979599769227,21.111233993457866,19.96072120892651,21.055788040161133,11401600,0.02266609539469866,18.924794292449953,
2020-02-14,21.143577613097214,21.947551867577687,21.055788040161133,21.055788040161133,16366800,0.0,19.127404594421385,
2020-02-17,21.09275486737454,21.52246500555572,20.764695357916988,21.152820587158203,7865400,0.004608355042898138,19.308760738372804,
2020-02-18,21.069646295513444,21.115852719299628,20.56138797202931,20.65379905700684,15460200,-0.023591252433461163,19.475331115722657,
2020-02-19,21.25447312716882,22.77000890785821,21.25447312716882,22.55746459960937,43934000,0.09217023644648603,19.704510021209718,
2020-02-20,22.201683016132435,22.91786599808601,21.942934036254883,21.942934036254883,14499600,-0.0272428916220101,19.885635375976562,
