Date,Open,High,Low,Close,Volume,Daily_Return,SMA_20,SMA_50
2020-01-02,11.708282500240964,11.781195640563965,11.631531749169447,11.781195640563965,37774500,,,
2020-01-03,11.850269819887847,11.988420871828628,11.685256958007812,11.685256958007812,71595600,-0.008143374024434769,,
2020-01-06,11.677584459097996,11.873298250987572,11.493383501537055,11.823410034179688,81844000,0.01182285307617481,,
2020-01-07,11.827246488767775,11.85027142322338,11.692933029202742,11.777359008789062,32822000,-0.003894902169297887,,
2020-01-08,11.777359944781011,11.808060103811496,11.604671092766084,11.70444679260254,48215600,-0.006190879986940123,,
2020-01-09,11.692933484679848,11.750496920985334,11.608508233754362,11.666070938110352,36102700,-0.003278741419581066,,
2020-01-10,11.662232193500149,11.681420247720354,11.56245650740336,11.616182327270508,25397500,-0.004276385006100836,,
2020-01-13,11.646883062036094,11.677583218367726,11.59315723949364,11.63920783996582,30676800,0.001982192776128988,,
2020-01-14,11.600832284099791,11.616182728005516,11.424306570880676,11.512569427490234,39796500,-0.010880329161297775,,
2020-01-15,11.474192473881212,11.485705305229404,11.33604215744966,11.339879035949709,34405700,-0.01500016070506105,,
2020-01-16,11.359067385726329,11.397442759276124,11.255454096726696,11.328367233276367,28997400,-0.0010151609763072722,,
2020-01-17,11.405119338757526,11.455007553100586,11.336044532047106,11.455007553100586,34908000,0.01117904435973971,,
2020-01-20,11.397444025995114,11.550944805305091,11.378255971112958,11.512569427490234,31241400,0.0050250402824105755,,
2020-01-21,11.435817884741589,11.489543702764262,11.339879812782517,11.366743087768556,28577400,-0.012666706649643977,,
2020-01-22,11.408955152131718,11.439655305370524,11.23242945399592,11.240104675292969,32491500,-0.011141134403913844,,
2020-01-23,11.1633556911431,11.420469789648768,11.059742383099882,11.378256797790527,53752100,0.012290999638218114,,
2020-01-24,11.343717948027168,11.428143923702615,11.18254195040519,11.243942260742188,36898700,-0.011804491622514734,,
2020-01-27,10.986827317662025,10.990664928248208,10.618425484780785,10.756576538085938,66105300,-0.04334473722422694,,
2020-01-28,10.910077909453822,11.182541688704198,10.906240298653891,11.0520658493042,47259100,0.0274705720888071,,
